observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa
2018-06-19 00:00	23.937	25.070	2.765	1008.940
2018-06-19 00:01	23.875	24.750	2.533	1008.970
2018-06-19 00:02	23.812	25.940	3.140	1008.990
2018-06-19 00:03	23.625	24.840	2.373	1008.970
2018-06-19 00:04	23.562	24.520	2.138	1008.950
2018-06-19 00:05	23.500	24.800	2.245	1008.990
2018-06-19 00:06	23.437	24.690	2.129	1009.040
2018-06-19 00:07	23.375	24.600	2.026	1009.040
2018-06-19 00:08	23.375	23.560	1.424	1009.020
2018-06-19 00:09	23.312	24.200	1.744	1009.060
2018-06-19 00:10	23.250	23.970	1.559	1009.080
2018-06-19 00:11	23.250	23.700	1.401	1009.050
2018-06-19 00:12	23.250	23.790	1.454	1009.070
2018-06-19 00:13	23.250	23.360	1.201	1009.030
2018-06-19 00:14	23.312	22.550	0.763	1009.040
2018-06-19 00:15	23.312	23.070	1.079	1009.070
2018-06-19 00:16	23.375	23.300	1.270	1009.060
2018-06-19 00:17	23.250	22.820	0.876	1009.040
2018-06-19 00:18	23.250	23.440	1.248	1009.050
2018-06-19 00:19	23.187	22.790	0.806	1009.020
2018-06-19 00:20	23.125	23.260	1.036	1009.030
2018-06-19 00:21	23.062	22.300	0.401	1009.050
2018-06-19 00:22	23.062	22.780	0.695	1009.040
2018-06-19 00:23	23.125	22.360	0.491	1009.020
2018-06-19 00:24	23.125	23.480	1.167	1009.070
2018-06-19 00:25	23.125	23.990	1.465	1009.030
2018-06-19 00:26	23.187	23.150	1.023	1009.040
2018-06-19 00:27	23.187	23.120	1.005	1009.030
2018-06-19 00:28	23.250	23.490	1.278	1009.010
2018-06-19 00:29	23.187	23.450	1.201	1008.980
2018-06-19 00:30	23.062	23.650	1.214	1009.020
2018-06-19 00:31	23.062	23.500	1.126	1009.010
2018-06-19 00:32	22.937	23.450	0.992	1009.010
2018-06-19 00:33	22.875	24.970	1.813	1008.990
2018-06-19 00:34	22.875	23.740	1.110	1009.000
2018-06-19 00:35	22.937	23.810	1.203	1008.980
2018-06-19 00:36	23.062	23.660	1.220	1008.990
2018-06-19 00:37	23.125	22.870	0.802	1009.010
2018-06-19 00:38	23.187	23.020	0.945	1009.000
2018-06-19 00:39	23.187	22.760	0.787	1008.990
2018-06-19 00:40	23.062	23.240	0.972	1009.010
2018-06-19 00:41	23.000	22.860	0.692	1009.000
2018-06-19 00:42	23.000	23.260	0.932	1009.040
2018-06-19 00:43	22.937	23.490	1.015	1009.020
2018-06-19 00:44	22.937	23.450	0.992	1009.070
2018-06-19 00:45	22.875	23.510	0.975	1008.980
2018-06-19 00:46	22.937	22.780	0.591	1009.020
2018-06-19 00:47	23.000	22.730	0.613	1009.030
2018-06-19 00:48	22.937	22.540	0.444	1009.050
2018-06-19 00:49	22.937	22.020	0.123	1009.030
