observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa
2018-09-03 00:00	29.750	48.980	17.881	1010.070
2018-09-03 00:01	29.687	49.350	17.943	1010.070
2018-09-03 00:02	29.625	49.470	17.925	1010.150
2018-09-03 00:03	29.625	50.170	18.149	1010.120
2018-09-03 00:04	29.562	50.870	18.312	1010.120
2018-09-03 00:05	29.437	51.920	18.523	1010.140
2018-09-03 00:06	29.375	52.600	18.674	1010.170
2018-09-03 00:07	29.312	52.960	18.725	1010.150
2018-09-03 00:08	29.250	53.420	18.806	1010.160
2018-09-03 00:09	29.187	53.870	18.882	1010.190
2018-09-03 00:10	29.125	54.280	18.946	1010.210
2018-09-03 00:11	29.125	54.480	19.005	1010.220
2018-09-03 00:12	29.062	54.770	19.032	1010.210
2018-09-03 00:13	29.000	55.700	19.245	1010.210
2018-09-03 00:14	28.937	56.330	19.367	1010.240
2018-09-03 00:15	28.875	56.460	19.346	1010.220
2018-09-03 00:16	28.812	56.680	19.350	1010.240
2018-09-03 00:17	28.812	57.020	19.446	1010.270
2018-09-03 00:18	28.750	57.470	19.515	1010.290
2018-09-03 00:19	28.687	57.710	19.523	1010.320
2018-09-03 00:20	28.687	58.410	19.718	1010.280
2018-09-03 00:21	28.625	58.610	19.715	1010.320
2018-09-03 00:22	28.562	59.030	19.771	1010.320
2018-09-03 00:23	28.562	59.060	19.779	1010.320
2018-09-03 00:24	28.500	59.660	19.884	1010.300
2018-09-03 00:25	28.500	59.760	19.911	1010.320
2018-09-03 00:26	28.500	60.000	19.976	1010.330
2018-09-03 00:27	28.437	60.360	20.014	1010.370
2018-09-03 00:28	28.437	60.440	20.035	1010.360
2018-09-03 00:29	28.437	60.510	20.054	1010.320
2018-09-03 00:30	28.375	60.610	20.022	1010.370
2018-09-03 00:31	28.375	60.820	20.078	1010.330
2018-09-03 00:32	28.375	61.230	20.187	1010.380
2018-09-03 00:33	28.312	61.150	20.107	1010.390
2018-09-03 00:34	28.312	61.780	20.272	1010.400
2018-09-03 00:35	28.250	61.540	20.151	1010.440
2018-09-03 00:36	28.250	61.690	20.191	1010.470
2018-09-03 00:37	28.250	61.880	20.240	1010.480
2018-09-03 00:38	28.250	61.920	20.251	1010.470
2018-09-03 00:39	28.187	61.970	20.205	1010.460
2018-09-03 00:40	28.187	61.900	20.186	1010.530
2018-09-03 00:41	28.187	61.980	20.207	1010.580
2018-09-03 00:42	28.187	62.090	20.236	1010.570
2018-09-03 00:43	28.125	62.050	20.167	1010.600
2018-09-03 00:44	28.125	62.070	20.172	1010.620
2018-09-03 00:45	28.125	61.920	20.133	1010.630
2018-09-03 00:46	28.125	61.860	20.117	1010.670
2018-09-03 00:47	28.125	62.070	20.172	1010.620
2018-09-03 00:48	28.125	62.070	20.172	1010.590
2018-09-03 00:49	28.125	62.020	20.159	1010.620
2018-09-03 00:50	28.125	62.240	20.217	1010.570
2018-09-03 00:51	28.125	62.030	20.162	1010.610
2018-09-03 00:52	28.125	61.970	20.146	1010.650
2018-09-03 00:53	28.125	61.990	20.151	1010.640
2018-09-03 00:54	28.062	62.210	20.149	1010.650
2018-09-03 00:55	28.062	62.210	20.149	1010.630
2018-09-03 00:56	28.062	62.560	20.240	1010.630
2018-09-03 00:57	28.000	62.640	20.202	1010.650
2018-09-03 00:58	28.000	62.650	20.205	1010.690
2018-09-03 00:59	28.000	62.590	20.190	1010.690
2018-09-03 01:00	28.000	62.550	20.179	1010.700
2018-09-03 01:01	28.000	62.530	20.174	1010.710
2018-09-03 01:02	28.000	62.840	20.254	1010.730
2018-09-03 01:03	28.000	62.410	20.143	1010.720
2018-09-03 01:04	28.000	62.440	20.151	1010.730
2018-09-03 01:05	28.062	62.650	20.263	1010.760
2018-09-03 01:06	28.000	62.350	20.127	1010.770
2018-09-03 01:07	28.062	62.430	20.207	1010.780
2018-09-03 01:08	28.000	62.630	20.200	1010.800
2018-09-03 01:09	28.000	62.600	20.192	1010.880
2018-09-03 01:10	28.000	62.610	20.195	1010.840
2018-09-03 01:11	28.000	62.510	20.169	1010.910
2018-09-03 01:12	28.000	62.530	20.174	1010.880
2018-09-03 01:13	28.000	62.410	20.143	1010.890
2018-09-03 01:14	28.000	62.500	20.166	1010.890
2018-09-03 01:15	28.000	62.820	20.249	1010.880
2018-09-03 01:16	28.000	62.610	20.195	1010.940
2018-09-03 01:17	27.937	62.930	20.218	1011.020
2018-09-03 01:18	27.937	62.740	20.169	1010.990
2018-09-03 01:19	27.937	62.570	20.125	1010.920
2018-09-03 01:20	27.937	62.330	20.063	1010.940
2018-09-03 01:21	27.937	62.480	20.102	1010.970
2018-09-03 01:22	27.937	62.750	20.171	1011.050
2018-09-03 01:23	27.875	62.490	20.046	1010.970
2018-09-03 01:24	27.812	62.540	20.000	1011.030
2018-09-03 01:25	27.750	62.750	19.995	1011.040
2018-09-03 01:26	27.687	63.240	20.062	1011.060
2018-09-03 01:27	27.625	63.390	20.041	1011.080
2018-09-03 01:28	27.625	63.680	20.115	1011.040
2018-09-03 01:29	27.562	63.840	20.096	1011.030
2018-09-03 01:30	27.500	63.900	20.053	1011.020
2018-09-03 01:31	27.500	64.200	20.129	1011.060
2018-09-03 01:32	27.437	64.570	20.162	1010.980
2018-09-03 01:33	27.437	64.880	20.239	1011.080
2018-09-03 01:34	27.375	65.050	20.223	1011.060
2018-09-03 01:35	27.312	65.450	20.263	1011.070
2018-09-03 01:36	27.312	65.690	20.322	1011.070
2018-09-03 01:37	27.250	66.040	20.349	1011.070
2018-09-03 01:38	27.250	66.180	20.383	1011.040
2018-09-03 01:39	27.187	66.380	20.373	1011.080
2018-09-03 01:40	27.125	66.490	20.341	1011.090
2018-09-03 01:41	27.062	66.390	20.256	1011.080
2018-09-03 01:42	27.062	65.590	20.060	1011.020
2018-09-03 01:43	27.062	65.160	19.954	1011.020
2018-09-03 01:44	27.000	64.970	19.848	1011.030
2018-09-03 01:45	27.000	64.970	19.848	1010.970
2018-09-03 01:46	27.000	65.300	19.930	1011.010
2018-09-03 01:47	27.000	65.190	19.903	1011.030
2018-09-03 01:48	27.000	65.450	19.967	1011.070
2018-09-03 01:49	26.937	65.110	19.823	1011.070
2018-09-03 01:50	26.937	65.180	19.841	1011.070
2018-09-03 01:51	26.937	65.260	19.860	1011.090
2018-09-03 01:52	26.937	65.400	19.895	1011.150
2018-09-03 01:53	26.937	65.450	19.907	1011.120
2018-09-03 01:54	26.875	65.730	19.918	1011.150
2018-09-03 01:55	26.875	65.740	19.920	1011.150
2018-09-03 01:56	26.875	65.920	19.964	1011.190
2018-09-03 01:57	26.875	65.930	19.967	1011.240
2018-09-03 01:58	26.875	66.080	20.003	1011.170
2018-09-03 01:59	26.875	66.030	19.991	1011.220
2018-09-03 02:00	26.875	66.000	19.984	1011.200
2018-09-03 02:01	26.937	66.060	20.057	1011.220
2018-09-03 02:02	26.937	65.930	20.025	1011.230
2018-09-03 02:03	26.937	65.980	20.038	1011.200
2018-09-03 02:04	26.937	65.990	20.040	1011.240
2018-09-03 02:05	26.937	65.980	20.038	1011.260
2018-09-03 02:06	26.937	65.900	20.018	1011.270
2018-09-03 02:07	26.937	66.190	20.089	1011.280
2018-09-03 02:08	26.937	66.170	20.084	1011.270
2018-09-03 02:09	26.875	66.160	20.023	1011.250
2018-09-03 02:10	26.875	66.830	20.186	1011.260
2018-09-03 02:11	26.875	66.390	20.079	1011.280
2018-09-03 02:12	26.875	66.390	20.079	1011.220
2018-09-03 02:13	26.812	66.010	19.926	1011.220
2018-09-03 02:14	26.812	65.840	19.885	1011.240
2018-09-03 02:15	26.812	65.920	19.904	1011.290
2018-09-03 02:16	26.812	66.330	20.004	1011.290
2018-09-03 02:17	26.812	66.710	20.097	1011.320
2018-09-03 02:18	26.812	66.430	20.029	1011.330
2018-09-03 02:19	26.812	66.330	20.004	1011.330
2018-09-03 02:20	26.750	65.860	19.831	1011.330
2018-09-03 02:21	26.750	64.540	19.505	1011.320
2018-09-03 02:22	26.687	64.250	19.373	1011.300
2018-09-03 02:23	26.687	64.230	19.368	1011.350
2018-09-03 02:24	26.687	63.830	19.267	1011.330
2018-09-03 02:25	26.625	63.680	19.171	1011.310
