observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa
2018-08-29 00:00	26.937	29.770	7.789	1010.110
2018-08-29 00:01	26.875	28.500	7.099	1010.150
2018-08-29 00:02	26.812	28.990	7.294	1010.150
2018-08-29 00:03	26.812	30.130	7.858	1010.160
2018-08-29 00:04	26.812	28.800	7.198	1010.110
2018-08-29 00:05	26.812	30.730	8.148	1010.180
2018-08-29 00:06	26.875	28.840	7.272	1010.180
2018-08-29 00:07	27.000	28.420	7.165	1010.180
2018-08-29 00:08	27.000	29.190	7.556	1010.170
2018-08-29 00:09	27.000	29.390	7.655	1010.170
2018-08-29 00:10	27.062	28.740	7.382	1010.160
2018-08-29 00:11	27.125	28.970	7.552	1010.150
2018-08-29 00:12	27.125	29.010	7.572	1010.170
2018-08-29 00:13	27.062	29.200	7.614	1010.190
2018-08-29 00:14	27.000	29.190	7.556	1010.240
2018-08-29 00:15	27.062	27.800	6.897	1010.300
2018-08-29 00:16	27.125	28.210	7.164	1010.380
2018-08-29 00:17	27.125	28.830	7.481	1010.450
2018-08-29 00:18	27.062	28.990	7.508	1010.440
2018-08-29 00:19	27.000	28.980	7.450	1010.390
2018-08-29 00:20	26.937	29.670	7.740	1010.390
2018-08-29 00:21	26.875	29.300	7.503	1010.360
2018-08-29 00:22	26.875	29.510	7.608	1010.340
2018-08-29 00:23	26.937	30.110	7.956	1010.360
2018-08-29 00:24	26.937	29.560	7.686	1010.370
2018-08-29 00:25	26.937	30.120	7.961	1010.330
2018-08-29 00:26	26.875	29.870	7.785	1010.320
2018-08-29 00:27	26.812	29.850	7.721	1010.290
2018-08-29 00:28	26.812	31.850	8.675	1010.320
2018-08-29 00:29	26.937	29.180	7.496	1010.310
2018-08-29 00:30	27.000	29.120	7.520	1010.300
2018-08-29 00:31	27.125	29.910	8.020	1010.290
2018-08-29 00:32	27.062	28.910	7.468	1010.280
2018-08-29 00:33	27.125	28.400	7.262	1010.220
2018-08-29 00:34	27.125	28.580	7.354	1010.300
2018-08-29 00:35	27.125	29.020	7.577	1010.250
2018-08-29 00:36	27.000	28.720	7.318	1010.260
2018-08-29 00:37	27.062	28.320	7.167	1010.240
2018-08-29 00:38	27.187	28.020	7.118	1010.210
2018-08-29 00:39	27.187	28.960	7.600	1010.250
2018-08-29 00:40	27.062	28.700	7.361	1010.230
2018-08-29 00:41	26.937	29.600	7.706	1010.250
2018-08-29 00:42	26.875	31.910	8.757	1010.230
2018-08-29 00:43	26.812	29.130	7.364	1010.200
2018-08-29 00:44	26.875	29.370	7.538	1010.200
2018-08-29 00:45	26.875	29.130	7.418	1010.200
2018-08-29 00:46	26.750	29.410	7.451	1010.160
2018-08-29 00:47	26.750	29.480	7.485	1010.220
2018-08-29 00:48	26.812	29.770	7.682	1010.220
2018-08-29 00:49	26.625	29.440	7.358	1010.260
2018-08-29 00:50	26.625	29.360	7.318	1010.290
2018-08-29 00:51	26.625	30.200	7.731	1010.240
2018-08-29 00:52	26.625	30.910	8.072	1010.210
2018-08-29 00:53	26.625	31.250	8.233	1010.240
2018-08-29 00:54	26.625	30.510	7.881	1010.220
2018-08-29 00:55	26.562	31.110	8.112	1010.220
2018-08-29 00:56	26.437	32.180	8.502	1010.250
2018-08-29 00:57	26.375	31.420	8.096	1010.210
2018-08-29 00:58	26.250	31.350	7.955	1010.230
2018-08-29 00:59	26.187	31.060	7.764	1010.230
2018-08-29 01:00	26.187	31.610	8.022	1010.230
2018-08-29 01:01	26.312	30.260	7.490	1010.200
2018-08-29 01:02	26.500	29.930	7.492	1010.230
2018-08-29 01:03	26.562	31.990	8.523	1010.170
2018-08-29 01:04	26.562	30.010	7.584	1010.130
2018-08-29 01:05	26.625	29.730	7.501	1010.150
2018-08-29 01:06	26.625	29.910	7.590	1010.140
2018-08-29 01:07	26.625	29.940	7.604	1010.150
2018-08-29 01:08	26.625	31.230	8.223	1010.180
2018-08-29 01:09	26.562	30.340	7.744	1010.150
2018-08-29 01:10	26.625	30.910	8.072	1010.150
2018-08-29 01:11	26.625	30.660	7.953	1010.160
2018-08-29 01:12	26.687	30.600	7.977	1010.180
2018-08-29 01:13	26.750	31.570	8.491	1010.130
2018-08-29 01:14	26.750	30.800	8.128	1010.170
2018-08-29 01:15	26.750	30.490	7.979	1010.160
2018-08-29 01:16	26.812	31.810	8.656	1010.160
2018-08-29 01:17	26.750	30.780	8.118	1010.140
2018-08-29 01:18	26.812	30.720	8.143	1010.160
2018-08-29 01:19	26.875	30.110	7.903	1010.160
2018-08-29 01:20	26.875	30.580	8.130	1010.190
2018-08-29 01:21	26.875	30.220	7.956	1010.160
2018-08-29 01:22	26.875	30.260	7.976	1010.160
2018-08-29 01:23	26.937	30.100	7.951	1010.130
2018-08-29 01:24	26.937	30.410	8.102	1010.190
2018-08-29 01:25	26.937	30.310	8.053	1010.130
2018-08-29 01:26	26.937	30.340	8.068	1010.140
2018-08-29 01:27	26.937	29.810	7.809	1010.160
2018-08-29 01:28	26.937	29.500	7.656	1010.120
2018-08-29 01:29	27.000	29.620	7.770	1010.120
2018-08-29 01:30	26.937	30.540	8.164	1010.160
2018-08-29 01:31	26.937	29.820	7.814	1010.140
2018-08-29 01:32	26.937	29.660	7.735	1010.110
2018-08-29 01:33	27.000	29.460	7.690	1010.110
2018-08-29 01:34	27.062	29.420	7.724	1010.110
2018-08-29 01:35	27.125	30.380	8.249	1010.130
2018-08-29 01:36	27.062	29.660	7.843	1010.160
2018-08-29 01:37	27.062	29.730	7.877	1010.140
2018-08-29 01:38	27.062	30.630	8.316	1010.120
2018-08-29 01:39	27.000	30.890	8.386	1010.140
2018-08-29 01:40	26.937	30.240	8.019	1010.150
2018-08-29 01:41	26.937	29.850	7.829	1010.140
2018-08-29 01:42	27.000	31.410	8.633	1010.180
2018-08-29 01:43	27.000	31.090	8.482	1010.150
2018-08-29 01:44	27.000	29.930	7.922	1010.190
2018-08-29 01:45	27.000	31.400	8.628	1010.150
2018-08-29 01:46	27.000	29.780	7.849	1010.180
2018-08-29 01:47	27.000	29.550	7.735	1010.180
2018-08-29 01:48	26.937	30.540	8.164	1010.140
