observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa	wind_speed_mps	wind_gust_mps	wind_dir_deg	uv_index	solar_radiation_wm2	rain_hourly_mm	rain_hourly_in	temp_f	dewpoint_f	wind_speed_mph	wind_gust_mph
2017-05-10 00:00	17.145	70.11	11.656	1014.92								62.861	52.9808		
2017-05-10 00:01	17.216	70.44	11.795	1014.92								62.9888	53.231		
2017-05-10 00:02	17.157	70.45	11.741	1014.94								62.8826	53.1338		
2017-05-10 00:03	17.128	70.17	11.653	1014.87								62.8304	52.9754		
2017-05-10 00:04	17.112	70.23	11.65	1014.89								62.8016	52.97		
2017-05-10 00:05	17.11	70.45	11.696	1014.89								62.798	53.0528		
2017-05-10 00:06	17.146	70.54	11.75	1014.89								62.8628	53.15		
2017-05-10 00:07	17.08	70.47	11.671	1014.85								62.744	53.0078		
2017-05-10 00:08	17.09	70.5	11.687	1014.88								62.762	53.0366		
2017-05-10 00:09	17.095	70.5	11.692	1014.91								62.771	53.0456		
2017-05-10 00:10	17.14	70.36	11.705	1014.93								62.852	53.069		
2017-05-10 00:11	17.126	70.38	11.696	1014.95								62.8268	53.0528		
2017-05-10 00:12	17.137	70.52	11.737	1014.94								62.8466	53.1266		
2017-05-10 00:13	17.159	70.64	11.783	1014.94								62.8862	53.2094		
2017-05-10 00:14	17.071	70.69	11.71	1014.95								62.7278	53.078		
2017-05-10 00:15	17.087	70.99	11.789	1014.95								62.7566	53.2202		
2017-05-10 00:16	17.083	70.85	11.756	1014.96								62.7494	53.1608		
2017-05-10 00:17	17.102	71.28	11.865	1014.97								62.7836	53.357		
2017-05-10 00:18	17.091	71.29	11.857	1014.93								62.7638	53.3426		
2017-05-10 00:19	17.074	71.16	11.813	1014.97								62.7332	53.2634		
2017-05-10 00:20	17.092	71.47	11.896	1014.95								62.7656	53.4128		
2017-05-10 00:21	16.973	71.22	11.729	1014.91								62.5514	53.1122		
2017-05-10 00:22	17.011	71.46	11.816	1014.94								62.6198	53.2688		
2017-05-10 00:23	17.002	71.55	11.827	1014.93								62.6036	53.2886		
2017-05-10 00:24	17.0	71.45	11.804	1014.9								62.6	53.2472		
2017-05-10 00:25	17.011	71.55	11.835	1014.89								62.6198	53.303		
2017-05-10 00:26	17.049	71.73	11.91	1014.9								62.6882	53.438		
2017-05-10 00:27	17.041	71.68	11.892	1014.84								62.6738	53.4056		
2017-05-10 00:28	16.981	71.59	11.815	1014.85								62.5658	53.267		
2017-05-10 00:29	16.974	71.94	11.882	1014.88								62.5532	53.3876		
2017-05-10 00:30	16.953	72.17	11.91	1014.9								62.5154	53.438		
2017-05-10 00:31	16.94	72.44	11.955	1014.94								62.492	53.519		
2017-05-10 00:32	16.941	73.01	12.074	1014.96								62.4938	53.7332		
2017-05-10 00:33	16.975	73.39	12.186	1014.97								62.555	53.9348		
2017-05-10 00:34	16.991	72.93	12.106	1014.98								62.5838	53.7908		
