observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa	wind_speed_mps	wind_gust_mps	wind_dir_deg	uv_index	solar_radiation_wm2	rain_hourly_mm	rain_hourly_in	temp_f	dewpoint_f	wind_speed_mph	wind_gust_mph
2019-05-03 00:00	19.687	37.22	4.69	1009.62								67.4366	40.442		
2019-05-03 00:01	19.687	37.2	4.682	1009.61								67.4366	40.4276		
2019-05-03 00:02	19.687	37.21	4.686	1009.59								67.4366	40.4348		
2019-05-03 00:03	19.625	37.14	4.604	1009.54								67.325	40.2872		
2019-05-03 00:04	19.625	37.31	4.669	1009.6								67.325	40.4042		
2019-05-03 00:05	19.625	37.81	4.859	1009.54								67.325	40.7462		
2019-05-03 00:06	19.625	37.95	4.912	1009.58								67.325	40.8416		
2019-05-03 00:07	19.562	37.87	4.826	1009.55								67.2116	40.6868		
2019-05-03 00:08	19.562	37.84	4.815	1009.54								67.2116	40.667		
2019-05-03 00:09	19.5	38.41	4.974	1009.54								67.1	40.9532		
2019-05-03 00:10	19.437	38.56	4.973	1009.51								66.9866	40.9514		
2019-05-03 00:11	19.437	38.68	5.018	1009.53								66.9866	41.0324		
2019-05-03 00:12	19.312	38.89	4.984	1009.53								66.7616	40.9712		
2019-05-03 00:13	19.312	39.84	5.33	1009.54								66.7616	41.594		
2019-05-03 00:14	19.25	39.45	5.134	1009.59								66.65	41.2412		
2019-05-03 00:15	19.187	40.19	5.344	1009.55								66.5366	41.6192		
2019-05-03 00:16	19.187	39.21	4.99	1009.58								66.5366	40.982		
2019-05-03 00:17	19.187	39.29	5.019	1009.58								66.5366	41.0342		
2019-05-03 00:18	19.25	39.73	5.235	1009.53								66.65	41.423		
2019-05-03 00:19	19.25	40.16	5.39	1009.57								66.65	41.702		
2019-05-03 00:20	19.25	40.59	5.543	1009.57								66.65	41.9774		
2019-05-03 00:21	19.187	40.63	5.501	1009.56								66.5366	41.9018		
2019-05-03 00:22	19.187	41.13	5.677	1009.56								66.5366	42.2186		
2019-05-03 00:23	19.187	41.3	5.736	1009.54								66.5366	42.3248		
2019-05-03 00:24	19.187	41.38	5.764	1009.56								66.5366	42.3752		
2019-05-03 00:25	19.25	41.76	5.953	1009.48								66.65	42.7154		
2019-05-03 00:26	19.25	41.86	5.987	1009.48								66.65	42.7766		
2019-05-03 00:27	19.25	42.21	6.107	1009.53								66.65	42.9926		
2019-05-03 00:28	19.25	42.28	6.131	1009.59								66.65	43.0358		
2019-05-03 00:29	19.25	42.41	6.176	1009.57								66.65	43.1168		
2019-05-03 00:30	19.187	43.13	6.363	1009.53								66.5366	43.4534		
2019-05-03 00:31	19.125	44.01	6.6	1009.55								66.425	43.88		
2019-05-03 00:32	19.125	43.32	6.37	1009.56								66.425	43.466		
2019-05-03 00:33	19.125	42.93	6.239	1009.57								66.425	43.2302		
2019-05-03 00:34	19.125	43.11	6.3	1009.55								66.425	43.34		
2019-05-03 00:35	19.125	43.12	6.303	1009.54								66.425	43.3454		
2019-05-03 00:36	19.187	43.06	6.339	1009.51								66.5366	43.4102		
2019-05-03 00:37	19.187	43.29	6.416	1009.53								66.5366	43.5488		
2019-05-03 00:38	19.125	43.18	6.323	1009.54								66.425	43.3814		
2019-05-03 00:39	19.187	43.12	6.359	1009.53								66.5366	43.4462		
2019-05-03 00:40	19.187	43.14	6.366	1009.52								66.5366	43.4588		
2019-05-03 00:41	19.25	43.2	6.443	1009.53								66.65	43.5974		
2019-05-03 00:42	19.25	42.97	6.366	1009.49								66.65	43.4588		
2019-05-03 00:43	19.25	42.75	6.291	1009.49								66.65	43.3238		
2019-05-03 00:44	19.25	43.19	6.44	1009.45								66.65	43.592		
2019-05-03 00:45	19.25	42.79	6.305	1009.47								66.65	43.349		
2019-05-03 00:46	19.25	42.53	6.217	1009.47								66.65	43.1906		
2019-05-03 00:47	19.25	43.57	6.567	1009.47								66.65	43.8206		
2019-05-03 00:48	19.25	42.29	6.135	1009.46								66.65	43.043		
2019-05-03 00:49	19.25	42.97	6.366	1009.47								66.65	43.4588		
2019-05-03 00:50	19.25	42.51	6.21	1009.47								66.65	43.178		
2019-05-03 00:51	19.312	42.05	6.108	1009.42								66.7616	42.9944		
2019-05-03 00:52	19.312	41.88	6.05	1009.41								66.7616	42.89		
2019-05-03 00:53	19.375	41.7	6.044	1009.39								66.875	42.8792		
2019-05-03 00:54	19.437	42.16	6.259	1009.42								66.9866	43.2662		
2019-05-03 00:55	19.5	41.55	6.104	1009.42								67.1	42.9872		
2019-05-03 00:56	19.5	42.26	6.35	1009.39								67.1	43.43		
2019-05-03 00:57	19.5	41.73	6.167	1009.36								67.1	43.1006		
2019-05-03 00:58	19.5	42.12	6.302	1009.39								67.1	43.3436		
2019-05-03 00:59	19.562	41.94	6.295	1009.4								67.2116	43.331		
2019-05-03 01:00	19.562	42.22	6.392	1009.4								67.2116	43.5056		
2019-05-03 01:01	19.5	42.25	6.346	1009.33								67.1	43.4228		
2019-05-03 01:02	19.562	42.98	6.65	1009.37								67.2116	43.97		
2019-05-03 01:03	19.562	43.38	6.785	1009.39								67.2116	44.213		
2019-05-03 01:04	19.5	44.88	7.224	1009.36								67.1	45.0032		
2019-05-03 01:05	19.5	44.44	7.08	1009.34								67.1	44.744		
2019-05-03 01:06	19.5	45.01	7.266	1009.38								67.1	45.0788		
2019-05-03 01:07	19.562	45.16	7.371	1009.36								67.2116	45.2678		
2019-05-03 01:08	19.562	45.4	7.449	1009.33								67.2116	45.4082		
2019-05-03 01:09	19.625	45.38	7.499	1009.33								67.325	45.4982		
2019-05-03 01:10	19.562	45.54	7.494	1009.34								67.2116	45.4892		
2019-05-03 01:11	19.562	45.61	7.516	1009.36								67.2116	45.5288		
2019-05-03 01:12	19.5	45.65	7.472	1009.33								67.1	45.4496		
2019-05-03 01:13	19.437	45.94	7.508	1009.29								66.9866	45.5144		
2019-05-03 01:14	19.437	46.53	7.695	1009.29								66.9866	45.851		
2019-05-03 01:15	19.375	46.02	7.477	1009.31								66.875	45.4586		
2019-05-03 01:16	19.312	46.07	7.435	1009.32								66.7616	45.383		
2019-05-03 01:17	19.25	46.25	7.436	1009.32								66.65	45.3848		
2019-05-03 01:18	19.187	46.48	7.451	1009.32								66.5366	45.4118		
2019-05-03 01:19	19.187	46.47	7.448	1009.34								66.5366	45.4064		
2019-05-03 01:20	19.125	46.36	7.357	1009.39								66.425	45.2426		
2019-05-03 01:21	19.125	46.75	7.479	1009.38								66.425	45.4622		
2019-05-03 01:22	19.125	46.51	7.404	1009.42								66.425	45.3272		
2019-05-03 01:23	19.125	46.74	7.476	1009.42								66.425	45.4568		
2019-05-03 01:24	19.125	46.34	7.351	1009.41								66.425	45.2318		
2019-05-03 01:25	19.125	46.47	7.392	1009.4								66.425	45.3056		
2019-05-03 01:26	19.125	46.0	7.243	1009.41								66.425	45.0374		
2019-05-03 01:27	19.125	45.49	7.081	1009.32								66.425	44.7458		
2019-05-03 01:28	19.125	43.89	6.56	1009.35								66.425	43.808		
2019-05-03 01:29	19.187	43.04	6.332	1009.27								66.5366	43.3976		
2019-05-03 01:30	19.25	42.84	6.322	1009.33								66.65	43.3796		
2019-05-03 01:31	19.312	42.84	6.378	1009.33								66.7616	43.4804		
2019-05-03 01:32	19.25	41.9	6.001	1009.32								66.65	42.8018		
2019-05-03 01:33	19.25	41.69	5.928	1009.3								66.65	42.6704		
2019-05-03 01:34	19.25	41.1	5.723	1009.3								66.65	42.3014		
2019-05-03 01:35	19.25	41.52	5.869	1009.25								66.65	42.5642		
2019-05-03 01:36	19.187	41.21	5.705	1009.27								66.5366	42.269		
2019-05-03 01:37	19.125	41.57	5.774	1009.28								66.425	42.3932		
2019-05-03 01:38	19.062	41.59	5.725	1009.33								66.3116	42.305		
2019-05-03 01:39	19.0	42.09	5.841	1009.34								66.2	42.5138		
2019-05-03 01:40	18.937	41.54	5.595	1009.3								66.0866	42.071		
2019-05-03 01:41	18.937	42.25	5.839	1009.3								66.0866	42.5102		
2019-05-03 01:42	18.875	41.87	5.653	1009.29								65.975	42.1754		
2019-05-03 01:43	18.812	42.0	5.641	1009.33								65.8616	42.1538		
2019-05-03 01:44	18.75	41.87	5.541	1009.31								65.75	41.9738		
2019-05-03 01:45	18.687	41.71	5.429	1009.26								65.6366	41.7722		
2019-05-03 01:46	18.687	41.75	5.443	1009.29								65.6366	41.7974		
2019-05-03 01:47	18.687	42.18	5.59	1009.29								65.6366	42.062		
2019-05-03 01:48	18.625	41.63	5.346	1009.29								65.525	41.6228		
2019-05-03 01:49	18.625	41.72	5.377	1009.32								65.525	41.6786		
2019-05-03 01:50	18.562	42.16	5.471	1009.28								65.4116	41.8478		
2019-05-03 01:51	18.562	41.8	5.348	1009.31								65.4116	41.6264		
2019-05-03 01:52	18.5	41.82	5.299	1009.34								65.3	41.5382		
2019-05-03 01:53	18.437	42.72	5.548	1009.29								65.1866	41.9864		
2019-05-03 01:54	18.375	43.53	5.763	1009.31								65.075	42.3734		
2019-05-03 01:55	18.312	42.24	5.273	1009.29								64.9616	41.4914		
2019-05-03 01:56	18.312	42.86	5.482	1009.28								64.9616	41.8676		
2019-05-03 01:57	18.25	43.52	5.646	1009.31								64.85	42.1628		
2019-05-03 01:58	18.187	43.11	5.453	1009.28								64.7366	41.8154		
2019-05-03 01:59	18.187	42.59	5.279	1009.28								64.7366	41.5022		
2019-05-03 02:00	18.187	42.86	5.37	1009.29								64.7366	41.666		
2019-05-03 02:01	18.125	43.16	5.414	1009.31								64.625	41.7452		
2019-05-03 02:02	18.0	42.84	5.194	1009.29								64.4	41.3492		
2019-05-03 02:03	18.0	43.09	5.278	1009.3								64.4	41.5004		
2019-05-03 02:04	18.0	43.5	5.414	1009.26								64.4	41.7452		
2019-05-03 02:05	17.937	43.72	5.429	1009.28								64.2866	41.7722		
2019-05-03 02:06	17.937	43.54	5.37	1009.28								64.2866	41.666		
2019-05-03 02:07	17.937	43.73	5.433	1009.29								64.2866	41.7794		
2019-05-03 02:08	17.812	43.74	5.323	1009.29								64.0616	41.5814		
2019-05-03 02:09	17.812	43.87	5.366	1009.24								64.0616	41.6588		
2019-05-03 02:10	17.75	44.03	5.362	1009.25								63.95	41.6516		
2019-05-03 02:11	17.687	44.34	5.406	1009.25								63.8366	41.7308		
2019-05-03 02:12	17.625	44.53	5.411	1009.28								63.725	41.7398		
2019-05-03 02:13	17.625	44.42	5.375	1009.28								63.725	41.675		
2019-05-03 02:14	17.625	44.73	5.475	1009.27								63.725	41.855		
2019-05-03 02:15	17.625	44.55	5.417	1009.24								63.725	41.7506		
2019-05-03 02:16	17.562	44.73	5.418	1009.25								63.6116	41.7524		
2019-05-03 02:17	17.562	44.77	5.431	1009.26								63.6116	41.7758		
2019-05-03 02:18	17.5	44.88	5.41	1009.25								63.5	41.738		
