observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa	wind_speed_mps	wind_gust_mps	wind_dir_deg	uv_index	solar_radiation_wm2	rain_hourly_mm	rain_hourly_in	temp_f	dewpoint_f	wind_speed_mph	wind_gust_mph
2021-01-03 00:00	7.687	47.95	-2.624	1020.3								45.8366	27.2768		
2021-01-03 00:01	7.687	48.01	-2.608	1020.38								45.8366	27.3056		
2021-01-03 00:02	7.687	47.84	-2.655	1020.35								45.8366	27.221		
2021-01-03 00:03	7.687	47.79	-2.669	1020.29								45.8366	27.1958		
2021-01-03 00:04	7.687	48.13	-2.574	1020.37								45.8366	27.3668		
2021-01-03 00:05	7.625	48.92	-2.412	1020.33								45.725	27.6584		
2021-01-03 00:06	7.625	48.37	-2.564	1020.34								45.725	27.3848		
2021-01-03 00:07	7.625	48.02	-2.662	1020.34								45.725	27.2084		
2021-01-03 00:08	7.625	47.85	-2.709	1020.32								45.725	27.1238		
2021-01-03 00:09	7.625	47.8	-2.723	1020.29								45.725	27.0986		
2021-01-03 00:10	7.625	47.97	-2.676	1020.29								45.725	27.1832		
2021-01-03 00:11	7.625	47.7	-2.751	1020.26								45.725	27.0482		
2021-01-03 00:12	7.625	47.94	-2.684	1020.26								45.725	27.1688		
2021-01-03 00:13	7.625	47.71	-2.749	1020.27								45.725	27.0518		
2021-01-03 00:14	7.625	47.88	-2.701	1020.27								45.725	27.1382		
2021-01-03 00:15	7.562	47.87	-2.761	1020.32								45.6116	27.0302		
2021-01-03 00:16	7.562	48.38	-2.619	1020.29								45.6116	27.2858		
2021-01-03 00:17	7.5	48.18	-2.732	1020.28								45.5	27.0824		
2021-01-03 00:18	7.5	48.45	-2.657	1020.3								45.5	27.2174		
2021-01-03 00:19	7.5	47.95	-2.796	1020.25								45.5	26.9672		
2021-01-03 00:20	7.5	48.32	-2.693	1020.29								45.5	27.1526		
2021-01-03 00:21	7.5	48.23	-2.718	1020.24								45.5	27.1076		
2021-01-03 00:22	7.5	48.71	-2.585	1020.27								45.5	27.347		
2021-01-03 00:23	7.5	47.63	-2.886	1020.29								45.5	26.8052		
2021-01-03 00:24	7.5	47.95	-2.796	1020.32								45.5	26.9672		
2021-01-03 00:25	7.5	47.7	-2.866	1020.29								45.5	26.8412		
2021-01-03 00:26	7.5	48.35	-2.684	1020.28								45.5	27.1688		
2021-01-03 00:27	7.5	48.08	-2.76	1020.29								45.5	27.032		
