observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa	wind_speed_mps	wind_gust_mps	wind_dir_deg	uv_index	solar_radiation_wm2	rain_hourly_mm	rain_hourly_in	temp_f	dewpoint_f	wind_speed_mph	wind_gust_mph
2023-10-09 00:00	28.047	22.052	4.389	964.225								82.4846	39.9002		
2023-10-09 00:01	27.961	21.995	4.281	964.162								82.3298	39.7058		
2023-10-09 00:02	27.991	21.848	4.211	964.159								82.3838	39.5798		
2023-10-09 00:03	27.94	22.02	4.281	964.102								82.292	39.7058		
2023-10-09 00:04	28.022	21.859	4.243	964.129								82.4396	39.6374		
2023-10-09 00:05	28.016	21.883	4.255	964.148								82.4288	39.659		
2023-10-09 00:06	27.961	22.08	4.336	964.135								82.3298	39.8048		
2023-10-09 00:07	27.961	21.965	4.261	964.082								82.3298	39.6698		
2023-10-09 00:08	28.022	21.901	4.271	964.156								82.4396	39.6878		
2023-10-09 00:09	28.037	21.828	4.236	964.128								82.4666	39.6248		
2023-10-09 00:10	28.006	21.884	4.247	964.158								82.4108	39.6446		
2023-10-09 00:11	27.94	21.887	4.194	964.128								82.292	39.5492		
2023-10-09 00:12	27.94	22.032	4.288	964.102								82.292	39.7184		
2023-10-09 00:13	27.92	22.16	4.354	964.148								82.256	39.8372		
2023-10-09 00:14	27.864	21.981	4.192	964.136								82.1552	39.5456		
2023-10-09 00:15	27.824	22.231	4.32	964.149								82.0832	39.776		
2023-10-09 00:16	27.849	22.091	4.251	964.191								82.1282	39.6518		
2023-10-09 00:17	27.819	22.183	4.285	964.167								82.0742	39.713		
2023-10-09 00:18	27.809	22.165	4.265	964.203								82.0562	39.677		
2023-10-09 00:19	27.778	22.482	4.442	964.233								82.0004	39.9956		
2023-10-09 00:20	27.783	22.282	4.318	964.241								82.0094	39.7724		
2023-10-09 00:21	27.748	22.198	4.236	964.236								81.9464	39.6248		
2023-10-09 00:22	27.748	22.144	4.201	964.236								81.9464	39.5618		
2023-10-09 00:23	27.748	22.204	4.24	964.209								81.9464	39.632		
2023-10-09 00:24	27.753	22.216	4.251	964.298								81.9554	39.6518		
