observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa	wind_speed_mps	wind_gust_mps	wind_dir_deg	uv_index	solar_radiation_wm2	rain_hourly_mm	rain_hourly_in	temp_f	dewpoint_f	wind_speed_mph	wind_gust_mph
2024-10-29 00:00	24.126	37.628	8.783	958.423								75.4268	47.8094		
2024-10-29 00:01	24.202	37.4	8.76	958.416								75.5636	47.768		
2024-10-29 00:02	24.192	36.879	8.545	958.452								75.5456	47.381		
2024-10-29 00:03	24.177	37.28	8.691	958.48								75.5186	47.6438		
2024-10-29 00:04	24.248	36.508	8.445	958.465								75.6464	47.201		
2024-10-29 00:05	24.187	36.586	8.423	958.471								75.5366	47.1614		
2024-10-29 00:06	24.213	36.245	8.307	958.486								75.5834	46.9526		
2024-10-29 00:07	24.177	36.377	8.329	958.454								75.5186	46.9922		
2024-10-29 00:08	24.152	36.007	8.156	958.438								75.4736	46.6808		
2024-10-29 00:09	24.192	35.533	7.998	958.558								75.5456	46.3964		
2024-10-29 00:10	24.182	35.689	8.053	958.568								75.5276	46.4954		
2024-10-29 00:11	24.182	35.569	8.003	958.489								75.5276	46.4054		
2024-10-29 00:12	24.207	35.384	7.949	958.61								75.5726	46.3082		
2024-10-29 00:13	24.187	35.294	7.894	958.524								75.5366	46.2092		
2024-10-29 00:14	24.126	35.361	7.868	958.503								75.4268	46.1624		
2024-10-29 00:15	23.954	36.081	8.012	958.509								75.1172	46.4216		
2024-10-29 00:16	24.045	35.368	7.8	958.501								75.281	46.04		
2024-10-29 00:17	23.985	35.07	7.622	958.453								75.173	45.7196		
2024-10-29 00:18	23.969	35.238	7.679	958.481								75.1442	45.8222		
2024-10-29 00:19	23.995	34.944	7.579	958.47								75.191	45.6422		
2024-10-29 00:20	24.035	34.513	7.433	958.537								75.263	45.3794		
2024-10-29 00:21	23.974	34.454	7.354	958.516								75.1532	45.2372		
2024-10-29 00:22	24.106	34.039	7.293	958.575								75.3908	45.1274		
2024-10-29 00:23	24.005	34.328	7.328	958.513								75.209	45.1904		
2024-10-29 00:24	24.0	34.304	7.313	958.638								75.2	45.1634		
2024-10-29 00:25	24.066	33.621	7.077	958.561								75.3188	44.7386		
2024-10-29 00:26	24.0	34.041	7.2	958.505								75.2	44.96		
2024-10-29 00:27	24.015	33.598	7.023	958.504								75.227	44.6414		
2024-10-29 00:28	23.974	33.826	7.086	958.596								75.1532	44.7548		
2024-10-29 00:29	24.025	33.43	6.959	958.626								75.245	44.5262		
2024-10-29 00:30	23.959	33.796	7.06	958.597								75.1262	44.708		
2024-10-29 00:31	24.025	32.915	6.733	958.573								75.245	44.1194		
2024-10-29 00:32	23.964	33.168	6.791	958.632								75.1352	44.2238		
2024-10-29 00:33	23.944	32.881	6.647	958.625								75.0992	43.9646		
2024-10-29 00:34	23.954	32.839	6.638	958.615								75.1172	43.9484		
2024-10-29 00:35	23.99	32.802	6.652	958.7								75.182	43.9736		
2024-10-29 00:36	24.015	33.005	6.764	958.61								75.227	44.1752		
2024-10-29 00:37	23.904	33.253	6.775	958.611								75.0272	44.195		
2024-10-29 00:38	23.817	33.338	6.737	958.707								74.8706	44.1266		
2024-10-29 00:39	23.899	33.151	6.726	958.655								75.0182	44.1068		
2024-10-29 00:40	23.924	33.073	6.714	958.75								75.0632	44.0852		
2024-10-29 00:41	23.934	33.162	6.762	958.714								75.0812	44.1716		
2024-10-29 00:42	23.939	33.228	6.795	958.722								75.0902	44.231		
2024-10-29 00:43	23.969	33.311	6.858	958.773								75.1442	44.3444		
2024-10-29 00:44	23.904	33.546	6.903	958.823								75.0272	44.4254		
2024-10-29 00:45	23.899	33.492	6.875	958.814								75.0182	44.375		
2024-10-29 00:46	23.919	33.474	6.885	958.901								75.0542	44.393		
2024-10-29 00:47	23.893	33.576	6.907	958.753								75.0074	44.4326		
2024-10-29 00:48	23.899	33.51	6.883	958.761								75.0182	44.3894		
2024-10-29 00:49	23.863	33.577	6.881	958.888								74.9534	44.3858		
2024-10-29 00:50	23.833	33.864	6.978	958.891								74.8994	44.5604		
