observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa
2023-01-25 01:40	3.002	100.000	3.002	978.744
2023-01-25 01:41	2.997	100.000	2.997	978.762
2023-01-25 01:42	2.899	100.000	2.899	978.811
2023-01-25 01:43	2.822	100.000	2.822	978.815
2023-01-25 01:44	2.956	100.000	2.956	978.852
2023-01-25 01:45	3.202	100.000	3.202	978.786
2023-01-25 01:46	2.894	100.000	2.894	978.855
2023-01-25 01:47	2.797	100.000	2.797	978.930
2023-01-25 01:48	2.663	100.000	2.663	978.789
2023-01-25 01:49	2.560	100.000	2.560	978.803
2023-01-25 01:50	2.622	100.000	2.622	978.852
2023-01-25 01:51	2.519	100.000	2.519	978.840
2023-01-25 01:52	2.576	100.000	2.576	978.881
2023-01-25 01:53	2.571	100.000	2.571	978.951
2023-01-25 01:54	2.504	100.000	2.504	978.920
2023-01-25 01:55	2.422	100.000	2.422	978.915
2023-01-25 01:56	2.535	100.000	2.535	978.918
2023-01-25 01:57	2.478	100.000	2.478	978.956
2023-01-25 01:58	2.412	100.000	2.412	978.898
2023-01-25 01:59	2.489	100.000	2.489	978.894
2023-01-25 02:00	2.545	100.000	2.545	978.935
2023-01-25 02:01	2.540	100.000	2.540	978.900
2023-01-25 02:02	2.555	100.000	2.555	978.873
2023-01-25 02:03	2.622	100.000	2.622	978.852
2023-01-25 02:04	2.663	100.000	2.663	978.868
2023-01-25 02:05	2.684	100.000	2.684	978.849
2023-01-25 02:06	2.622	100.000	2.622	978.879
2023-01-25 02:07	2.648	100.000	2.648	978.868
2023-01-25 02:08	2.632	100.000	2.632	978.817
2023-01-25 02:09	2.591	100.000	2.591	978.854
2023-01-25 02:10	2.586	100.000	2.586	978.845
2023-01-25 02:11	2.581	100.000	2.581	978.785
2023-01-25 02:12	2.545	100.000	2.545	978.751
2023-01-25 02:13	2.519	100.000	2.519	978.735
2023-01-25 02:14	2.550	100.000	2.550	978.760
2023-01-25 02:15	2.581	100.000	2.581	978.706
2023-01-25 02:16	2.607	100.000	2.607	978.722
2023-01-25 02:17	2.622	100.000	2.622	978.669
2023-01-25 02:18	2.684	100.000	2.684	978.665
2023-01-25 02:19	2.720	100.000	2.720	978.646
2023-01-25 02:20	2.714	100.000	2.714	978.638
2023-01-25 02:21	2.694	100.000	2.694	978.604
2023-01-25 02:22	2.868	100.000	2.868	978.603
2023-01-25 02:23	2.889	100.000	2.889	978.532
2023-01-25 02:24	2.904	100.000	2.904	978.505
2023-01-25 02:25	2.909	100.000	2.909	978.513
2023-01-25 02:26	2.966	100.000	2.966	978.554
2023-01-25 02:27	3.038	100.000	3.038	978.515
2023-01-25 02:28	3.094	100.000	3.094	978.556
2023-01-25 02:29	3.145	100.000	3.145	978.666
2023-01-25 02:30	3.207	100.000	3.207	978.663
2023-01-25 02:31	3.243	100.000	3.243	978.644
2023-01-25 02:32	3.310	100.000	3.310	978.754
2023-01-25 02:33	3.305	100.000	3.305	978.719
2023-01-25 02:34	3.238	100.000	3.238	978.766
2023-01-25 02:35	3.217	100.000	3.217	978.680
2023-01-25 02:36	3.094	100.000	3.094	978.661
2023-01-25 02:37	3.074	100.000	3.074	978.679
2023-01-25 02:38	3.002	100.000	3.002	978.666
2023-01-25 02:39	3.048	100.000	3.048	978.663
2023-01-25 02:40	3.038	100.000	3.038	978.646
2023-01-25 02:41	2.992	100.000	2.992	978.622
2023-01-25 02:42	2.915	100.000	2.915	978.653
2023-01-25 02:43	3.038	100.000	3.038	978.699
2023-01-25 02:44	3.012	100.000	3.012	978.735
2023-01-25 02:45	3.012	100.000	3.012	978.683
2023-01-25 02:46	3.033	100.000	3.033	978.690
2023-01-25 02:47	3.104	100.000	3.104	978.730
2023-01-25 02:48	3.253	100.000	3.253	978.713
2023-01-25 02:49	3.294	100.000	3.294	978.781
2023-01-25 02:50	3.381	100.000	3.381	978.715
2023-01-25 02:51	3.366	100.000	3.366	978.715
2023-01-25 02:52	3.381	100.000	3.381	978.741
2023-01-25 02:53	3.366	100.000	3.366	978.715
2023-01-25 02:54	3.417	100.000	3.417	978.774
2023-01-25 02:55	3.381	100.000	3.381	978.715
2023-01-25 02:56	3.305	100.000	3.305	978.771
2023-01-25 02:57	3.181	100.000	3.181	978.726
2023-01-25 02:58	3.186	100.000	3.186	978.734
2023-01-25 02:59	3.099	100.000	3.099	978.748
2023-01-25 03:00	3.217	100.000	3.217	978.759
2023-01-25 03:01	3.325	100.000	3.325	978.700
2023-01-25 03:02	3.258	100.000	3.258	978.774
2023-01-25 03:03	3.284	100.000	3.284	978.711
2023-01-25 03:04	3.253	100.000	3.253	978.792
2023-01-25 03:05	3.243	100.000	3.243	978.827
2023-01-25 03:06	3.258	100.000	3.258	978.826
2023-01-25 03:07	3.274	100.000	3.274	978.826
2023-01-25 03:08	3.197	100.000	3.197	978.804
2023-01-25 03:09	3.228	100.000	3.228	978.776
2023-01-25 03:10	3.186	100.000	3.186	978.708
2023-01-25 03:11	2.915	100.000	2.915	978.810
2023-01-25 03:12	2.817	100.000	2.817	978.833
2023-01-25 03:13	2.694	100.000	2.694	978.814
2023-01-25 03:14	2.822	100.000	2.822	978.894
2023-01-25 03:15	2.966	100.000	2.966	978.843
2023-01-25 03:16	2.925	100.000	2.925	978.880
2023-01-25 03:17	2.786	100.000	2.786	978.914
2023-01-25 03:18	2.684	100.000	2.684	978.902
2023-01-25 03:19	2.463	100.000	2.463	978.904
2023-01-25 03:20	2.489	100.000	2.489	978.894
2023-01-25 03:21	2.694	100.000	2.694	978.918
2023-01-25 03:22	2.699	100.000	2.699	978.874
2023-01-25 03:23	2.519	100.000	2.519	978.788
2023-01-25 03:24	2.458	100.000	2.458	978.817
2023-01-25 03:25	2.448	100.000	2.448	978.827
2023-01-25 03:26	2.299	100.000	2.299	978.791
2023-01-25 03:27	2.381	100.000	2.381	978.821
2023-01-25 03:28	2.448	100.000	2.448	978.827
2023-01-25 03:29	2.448	100.000	2.448	978.774
2023-01-25 03:30	2.386	100.000	2.386	978.804
2023-01-25 03:31	2.396	100.000	2.396	978.794
2023-01-25 03:32	2.396	100.000	2.396	978.768
2023-01-25 03:33	2.473	100.000	2.473	978.764
2023-01-25 03:34	2.596	100.000	2.596	978.810
2023-01-25 03:35	2.530	100.000	2.530	978.805
2023-01-25 03:36	2.468	100.000	2.468	978.860
2023-01-25 03:37	2.560	100.000	2.560	978.856
2023-01-25 03:38	2.525	100.000	2.525	978.849
2023-01-25 03:39	2.514	100.000	2.514	978.858
2023-01-25 03:40	2.468	100.000	2.468	978.860
2023-01-25 03:41	2.432	100.000	2.432	978.801
2023-01-25 03:42	2.345	100.000	2.345	978.867
2023-01-25 03:43	2.442	100.000	2.442	978.897
2023-01-25 03:44	2.555	100.000	2.555	978.847
2023-01-25 03:45	2.673	100.000	2.673	978.858
2023-01-25 03:46	2.735	100.000	2.735	978.855
2023-01-25 03:47	2.761	100.000	2.761	978.950
2023-01-25 03:48	2.673	100.000	2.673	978.885
2023-01-25 03:49	2.540	100.000	2.540	978.900
2023-01-25 03:50	2.407	100.000	2.407	978.837
2023-01-25 03:51	2.360	100.000	2.360	978.814
2023-01-25 03:52	2.278	100.000	2.278	978.862
2023-01-25 03:53	2.176	100.000	2.176	978.849
2023-01-25 03:54	2.094	100.000	2.094	978.845
2023-01-25 03:55	2.052	100.000	2.052	978.803
2023-01-25 03:56	2.063	100.000	2.063	978.820
2023-01-25 03:57	2.027	100.000	2.027	978.866
2023-01-25 03:58	2.150	100.000	2.150	978.781
2023-01-25 03:59	2.150	100.000	2.150	978.755
2023-01-25 04:00	2.135	100.000	2.135	978.782
2023-01-25 04:01	2.155	100.000	2.155	978.711
2023-01-25 04:02	2.181	100.000	2.181	978.701
2023-01-25 04:03	2.171	100.000	2.171	978.657
2023-01-25 04:04	2.237	100.000	2.237	978.610
2023-01-25 04:05	2.294	100.000	2.294	978.677
2023-01-25 04:06	2.237	100.000	2.237	978.610
2023-01-25 04:07	2.263	100.000	2.263	978.626
2023-01-25 04:08	2.299	100.000	2.299	978.660
2023-01-25 04:09	2.217	100.000	2.217	978.655
2023-01-25 04:10	2.206	100.000	2.206	978.612
2023-01-25 04:11	2.299	100.000	2.299	978.581
2023-01-25 04:12	2.376	100.000	2.376	978.656
2023-01-25 04:13	2.448	100.000	2.448	978.643
2023-01-25 04:14	2.509	100.000	2.509	978.692
2023-01-25 04:15	2.468	100.000	2.468	978.651
2023-01-25 04:16	2.448	100.000	2.448	978.669
2023-01-25 04:17	2.478	100.000	2.478	978.694
2023-01-25 04:18	2.437	100.000	2.437	978.626
2023-01-25 04:19	2.448	100.000	2.448	978.617
2023-01-25 04:20	2.560	100.000	2.560	978.646
2023-01-25 04:21	2.519	100.000	2.519	978.630
2023-01-25 04:22	2.525	100.000	2.525	978.586
2023-01-25 04:23	2.509	100.000	2.509	978.561
2023-01-25 04:24	2.504	100.000	2.504	978.579
2023-01-25 04:25	2.525	100.000	2.525	978.560
2023-01-25 04:26	2.525	100.000	2.525	978.560
2023-01-25 04:27	2.540	100.000	2.540	978.533
2023-01-25 04:28	2.509	100.000	2.509	978.482
2023-01-25 04:29	2.463	100.000	2.463	978.537
2023-01-25 04:30	2.540	100.000	2.540	978.559
2023-01-25 04:31	2.566	100.000	2.566	978.497
2023-01-25 04:32	2.607	100.000	2.607	978.486
2023-01-25 04:33	2.668	100.000	2.668	978.588
2023-01-25 04:34	2.678	100.000	2.678	978.500
2023-01-25 04:35	2.663	100.000	2.663	978.527
2023-01-25 04:36	2.632	100.000	2.632	978.581
2023-01-25 04:37	2.627	100.000	2.627	978.546
2023-01-25 04:38	2.550	100.000	2.550	978.603
2023-01-25 04:39	2.576	100.000	2.576	978.592
2023-01-25 04:40	2.535	100.000	2.535	978.603
2023-01-25 04:41	2.540	100.000	2.540	978.612
2023-01-25 04:42	2.417	100.000	2.417	978.671
2023-01-25 04:43	2.350	100.000	2.350	978.613
2023-01-25 04:44	2.314	100.000	2.314	978.606
2023-01-25 04:45	2.242	100.000	2.242	978.593
2023-01-25 04:46	2.330	100.000	2.330	978.684
2023-01-25 04:47	2.330	100.000	2.330	978.632
2023-01-25 04:48	2.437	100.000	2.437	978.652
2023-01-25 04:49	2.427	100.000	2.427	978.688
2023-01-25 04:50	2.412	100.000	2.412	978.715
2023-01-25 04:51	2.376	100.000	2.376	978.760
2023-01-25 04:52	2.386	100.000	2.386	978.672
2023-01-25 04:53	2.396	100.000	2.396	978.768
2023-01-25 04:54	2.181	100.000	2.181	978.832
2023-01-25 04:55	2.006	100.000	2.006	978.832
2023-01-25 04:56	1.965	100.000	1.965	978.843
2023-01-25 04:57	1.976	100.000	1.976	978.807
2023-01-25 04:58	1.991	100.000	1.991	978.833
2023-01-25 04:59	1.955	100.000	1.955	978.826
2023-01-25 05:00	2.027	100.000	2.027	978.813
2023-01-25 05:01	1.976	100.000	1.976	978.807
2023-01-25 05:02	1.909	100.000	1.909	978.880
2023-01-25 05:03	1.893	100.000	1.893	978.829
2023-01-25 05:04	1.873	100.000	1.873	978.769
2023-01-25 05:05	1.981	100.000	1.981	978.816
2023-01-25 05:06	1.996	100.000	1.996	978.815
2023-01-25 05:07	1.811	100.000	1.811	978.850
2023-01-25 05:08	1.934	100.000	1.934	978.870
2023-01-25 05:09	1.940	100.000	1.940	978.931
2023-01-25 05:10	1.893	100.000	1.893	978.934
2023-01-25 05:11	1.760	100.000	1.760	979.001
2023-01-25 05:12	1.791	100.000	1.791	978.947
2023-01-25 05:13	1.842	100.000	1.842	978.954
2023-01-25 05:14	2.006	100.000	2.006	978.910
2023-01-25 05:15	1.970	100.000	1.970	978.956
2023-01-25 05:16	1.919	100.000	1.919	978.976
2023-01-25 05:17	1.883	100.000	1.883	978.969
2023-01-25 05:18	1.781	100.000	1.781	978.904
2023-01-25 05:19	1.714	100.000	1.714	978.951
2023-01-25 05:20	1.693	100.000	1.693	978.970
2023-01-25 05:21	1.709	100.000	1.709	978.969
2023-01-25 05:22	1.760	100.000	1.760	978.844
2023-01-25 05:23	1.575	100.000	1.575	978.879
2023-01-25 05:24	1.781	100.000	1.781	978.826
2023-01-25 05:25	1.832	100.000	1.832	978.884
2023-01-25 05:26	1.832	100.000	1.832	978.858
2023-01-25 05:27	1.657	100.000	1.657	978.806
2023-01-25 05:28	1.575	100.000	1.575	978.853
2023-01-25 05:29	1.647	100.000	1.647	978.789
2023-01-25 05:30	1.668	100.000	1.668	978.901
2023-01-25 05:31	1.673	100.000	1.673	978.857
2023-01-25 05:32	1.668	100.000	1.668	978.927
2023-01-25 05:33	1.760	100.000	1.760	979.001
2023-01-25 05:34	1.775	100.000	1.775	978.896
2023-01-25 05:35	1.806	100.000	1.806	978.973
2023-01-25 05:36	1.842	100.000	1.842	978.980
2023-01-25 05:37	1.847	100.000	1.847	978.936
2023-01-25 05:38	1.857	100.000	1.857	978.900
2023-01-25 05:39	1.909	100.000	1.909	978.933
2023-01-25 05:40	1.678	100.000	1.678	978.970
2023-01-25 05:41	1.468	100.000	1.468	978.937
2023-01-25 05:42	1.396	100.000	1.396	978.897
2023-01-25 05:43	1.524	100.000	1.524	978.952
2023-01-25 05:44	1.555	100.000	1.555	978.924
2023-01-25 05:45	1.483	100.000	1.483	978.936
2023-01-25 05:46	1.391	100.000	1.391	978.967
2023-01-25 05:47	1.555	100.000	1.555	978.950
2023-01-25 05:48	1.616	100.000	1.616	979.052
2023-01-25 05:49	1.611	100.000	1.611	979.070
2023-01-25 05:50	1.529	100.000	1.529	979.013
2023-01-25 05:51	1.544	100.000	1.544	979.117
2023-01-25 05:52	1.550	100.000	1.550	979.125
2023-01-25 05:53	1.560	100.000	1.560	979.142
2023-01-25 05:54	1.380	100.000	1.380	979.133
2023-01-25 05:55	1.180	100.000	1.180	979.143
2023-01-25 05:56	1.083	100.000	1.083	979.191
2023-01-25 05:57	0.990	100.000	0.990	979.143
2023-01-25 05:58	1.108	100.000	1.108	979.233
2023-01-25 05:59	1.088	100.000	1.088	979.095
2023-01-25 06:00	1.083	100.000	1.083	979.191
2023-01-25 06:01	1.324	100.000	1.324	979.249
2023-01-25 06:02	1.457	100.000	1.457	979.234
2023-01-25 06:03	1.478	100.000	1.478	979.268
2023-01-25 06:04	1.360	100.000	1.360	979.256
2023-01-25 06:05	1.242	100.000	1.242	979.323
2023-01-25 06:06	1.252	100.000	1.252	979.340
2023-01-25 06:07	1.396	100.000	1.396	979.394
2023-01-25 06:08	1.324	100.000	1.324	979.380
2023-01-25 06:09	1.293	100.000	1.293	979.434
2023-01-25 06:10	1.298	100.000	1.298	979.416
2023-01-25 06:11	1.221	100.000	1.221	979.420
2023-01-25 06:12	1.267	100.000	1.267	979.470
2023-01-25 06:13	1.298	100.000	1.298	979.416
2023-01-25 06:14	1.278	100.000	1.278	979.435
2023-01-25 06:15	1.329	100.000	1.329	979.493
2023-01-25 06:16	1.370	100.000	1.370	979.509
2023-01-25 06:17	1.360	100.000	1.360	979.440
2023-01-25 06:18	1.155	100.000	1.155	979.414
2023-01-25 06:19	1.185	100.000	1.185	979.465
2023-01-25 06:20	1.190	100.000	1.190	979.448
2023-01-25 06:21	1.334	100.000	1.334	979.450
2023-01-25 06:22	1.196	100.000	1.196	979.456
2023-01-25 06:23	1.021	100.000	1.021	979.508
2023-01-25 06:24	0.842	100.000	0.842	979.472
2023-01-25 06:25	0.744	100.000	0.744	979.494
2023-01-25 06:26	0.754	100.000	0.754	979.485
2023-01-25 06:27	0.723	100.000	0.723	979.434
2023-01-25 06:28	0.662	100.000	0.662	979.489
2023-01-25 06:29	0.662	100.000	0.662	979.437
2023-01-25 06:30	0.857	100.000	0.857	979.445
2023-01-25 06:31	1.011	100.000	1.011	979.491
2023-01-25 06:32	1.042	100.000	1.042	979.516
2023-01-25 06:33	1.072	100.000	1.072	979.488
2023-01-25 06:34	1.149	100.000	1.149	979.484
2023-01-25 06:35	1.103	100.000	1.103	979.565
2023-01-25 06:36	1.072	100.000	1.072	979.514
2023-01-25 06:37	0.939	100.000	0.939	979.529
2023-01-25 06:38	0.713	100.000	0.713	979.495
2023-01-25 06:39	0.713	100.000	0.713	979.522
2023-01-25 06:40	0.754	100.000	0.754	979.485
2023-01-25 06:41	0.703	100.000	0.703	979.505
2023-01-25 06:42	0.723	100.000	0.723	979.539
2023-01-25 06:43	0.734	100.000	0.734	979.529
2023-01-25 06:44	0.703	100.000	0.703	979.557
2023-01-25 06:45	0.672	100.000	0.672	979.558
2023-01-25 06:46	0.693	100.000	0.693	979.697
2023-01-25 06:47	0.811	100.000	0.811	979.631
2023-01-25 06:48	0.877	100.000	0.877	979.662
2023-01-25 06:49	0.970	100.000	0.970	979.711
2023-01-25 06:50	0.913	100.000	0.913	979.722
2023-01-25 06:51	0.590	100.000	0.590	979.710
2023-01-25 06:52	0.482	100.000	0.482	979.767
2023-01-25 06:53	0.390	100.000	0.390	979.719
2023-01-25 06:54	0.380	100.000	0.380	979.754
2023-01-25 06:55	0.549	100.000	0.549	979.747
2023-01-25 06:56	0.590	100.000	0.590	979.684
2023-01-25 06:57	0.400	100.000	0.400	979.736
2023-01-25 06:58	0.564	100.000	0.564	979.746
2023-01-25 06:59	0.641	100.000	0.641	979.795
2023-01-25 07:00	0.436	100.000	0.436	979.743
2023-01-25 07:01	0.452	100.000	0.452	979.716
2023-01-25 07:02	0.462	100.000	0.462	979.733
2023-01-25 07:03	0.431	100.000	0.431	979.787
2023-01-25 07:04	0.477	100.000	0.477	979.706
2023-01-25 07:05	0.518	100.000	0.518	979.722
2023-01-25 07:06	0.744	100.000	0.744	979.756
2023-01-25 07:07	0.662	100.000	0.662	979.724
2023-01-25 07:08	0.693	100.000	0.693	979.723
2023-01-25 07:09	0.749	100.000	0.749	979.764
2023-01-25 07:10	0.749	100.000	0.749	979.790
2023-01-25 07:11	0.877	100.000	0.877	979.741
2023-01-25 07:12	0.975	100.000	0.975	979.745
2023-01-25 07:13	0.739	100.000	0.739	979.695
2023-01-25 07:14	0.585	100.000	0.585	979.702
2023-01-25 07:15	0.539	100.000	0.539	979.756
2023-01-25 07:16	0.498	100.000	0.498	979.740
2023-01-25 07:17	0.477	100.000	0.477	979.759
2023-01-25 07:18	0.647	100.000	0.647	979.725
2023-01-25 07:19	0.575	100.000	0.575	979.685
2023-01-25 07:20	0.467	100.000	0.467	979.742
2023-01-25 07:21	0.472	100.000	0.472	979.698
2023-01-25 07:22	0.344	100.000	0.344	979.773
2023-01-25 07:23	0.323	100.000	0.323	979.791
2023-01-25 07:24	0.349	100.000	0.349	979.703
2023-01-25 07:25	0.380	100.000	0.380	979.832
2023-01-25 07:26	0.323	100.000	0.323	979.817
2023-01-25 07:27	0.405	100.000	0.405	979.770
2023-01-25 07:28	0.421	100.000	0.421	979.770
2023-01-25 07:29	0.410	100.000	0.410	979.805
2023-01-25 07:30	0.487	100.000	0.487	979.828
2023-01-25 07:31	0.523	100.000	0.523	979.835
2023-01-25 07:32	0.405	100.000	0.405	979.849
2023-01-25 07:33	0.405	100.000	0.405	979.875
2023-01-25 07:34	0.518	100.000	0.518	979.879
2023-01-25 07:35	0.339	100.000	0.339	979.895
2023-01-25 07:36	0.205	100.000	0.205	979.883
2023-01-25 07:37	0.139	100.000	0.139	979.930
2023-01-25 07:38	0.180	100.000	0.180	979.945
2023-01-25 07:39	0.292	100.000	0.292	980.028
2023-01-25 07:40	0.221	100.000	0.221	980.013
2023-01-25 07:41	0.287	100.000	0.287	980.072
2023-01-25 07:42	0.452	100.000	0.452	980.030
2023-01-25 07:43	0.544	100.000	0.544	980.026
2023-01-25 07:44	0.452	100.000	0.452	979.977
2023-01-25 07:45	0.277	100.000	0.277	980.002
2023-01-25 07:46	0.241	100.000	0.241	980.021
2023-01-25 07:47	0.498	100.000	0.498	979.949
2023-01-25 07:48	0.303	100.000	0.303	979.992
2023-01-25 07:49	0.262	100.000	0.262	979.925
2023-01-25 07:50	0.216	100.000	0.216	979.979
2023-01-25 07:51	0.251	100.000	0.251	980.038
2023-01-25 07:52	0.570	100.000	0.570	979.964
2023-01-25 07:53	0.677	100.000	0.677	980.037
2023-01-25 07:54	0.718	100.000	0.718	980.001
2023-01-25 07:55	0.662	100.000	0.662	980.038
2023-01-25 07:56	0.729	100.000	0.729	980.070
2023-01-25 07:57	0.734	100.000	0.734	980.052
2023-01-25 07:58	0.564	100.000	0.564	980.060
2023-01-25 07:59	0.662	100.000	0.662	980.064
2023-01-25 08:00	0.734	100.000	0.734	980.052
2023-01-25 08:01	0.898	100.000	0.898	980.063
2023-01-25 08:02	0.913	100.000	0.913	980.088
2023-01-25 08:03	1.021	100.000	1.021	980.031
2023-01-25 08:04	1.052	100.000	1.052	979.977
2023-01-25 08:05	1.083	100.000	1.083	979.976
2023-01-25 08:06	1.072	100.000	1.072	979.959
2023-01-25 08:07	1.144	100.000	1.144	979.921
2023-01-25 08:08	1.180	100.000	1.180	979.954
2023-01-25 08:09	1.278	100.000	1.278	979.984
2023-01-25 08:10	1.391	100.000	1.391	979.936
2023-01-25 08:11	1.503	100.000	1.503	979.913
2023-01-25 08:12	1.432	100.000	1.432	979.873
2023-01-25 08:13	1.365	100.000	1.365	979.946
2023-01-25 08:14	1.380	100.000	1.380	979.971
2023-01-25 08:15	1.426	100.000	1.426	980.021
2023-01-25 08:16	1.298	100.000	1.298	980.018
2023-01-25 08:17	1.355	100.000	1.355	979.981
2023-01-25 08:18	1.657	100.000	1.657	979.984
2023-01-25 08:19	1.616	100.000	1.616	980.047
2023-01-25 08:20	1.698	100.000	1.698	979.947
2023-01-25 08:21	1.729	100.000	1.729	979.946
2023-01-25 08:22	1.904	100.000	1.904	979.920
2023-01-25 08:23	1.991	100.000	1.991	979.881
2023-01-25 08:24	2.001	100.000	2.001	979.898
2023-01-25 08:25	2.140	100.000	2.140	979.917
2023-01-25 08:26	2.227	100.000	2.227	979.930
2023-01-25 08:27	2.068	100.000	2.068	979.903
2023-01-25 08:28	2.119	100.000	2.119	980.014
2023-01-25 08:29	2.155	100.000	2.155	980.021
2023-01-25 08:30	2.376	100.000	2.376	980.045
2023-01-25 08:31	2.509	100.000	2.509	980.004
2023-01-25 08:32	2.607	100.000	2.607	980.007
2023-01-25 08:33	2.525	100.000	2.525	980.055
2023-01-25 08:34	2.540	100.000	2.540	980.028
2023-01-25 08:35	2.740	100.000	2.740	980.044
