observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa
2017-10-18 00:00	21.687	46.630	9.775	1012.510
2017-10-18 00:01	21.625	45.630	9.396	1012.540
2017-10-18 00:02	21.625	48.050	10.166	1012.540
2017-10-18 00:03	21.562	47.280	9.867	1012.540
2017-10-18 00:04	21.625	46.930	9.814	1012.550
2017-10-18 00:05	21.625	46.680	9.734	1012.570
2017-10-18 00:06	21.625	44.850	9.140	1012.530
2017-10-18 00:07	21.750	46.580	9.816	1012.560
2017-10-18 00:08	21.750	44.460	9.124	1012.500
2017-10-18 00:09	21.812	45.030	9.369	1012.470
2017-10-18 00:10	21.812	43.510	8.860	1012.520
2017-10-18 00:11	21.875	43.880	9.042	1012.510
2017-10-18 00:12	21.875	43.910	9.052	1012.530
2017-10-18 00:13	21.875	42.970	8.732	1012.530
2017-10-18 00:14	21.875	45.360	9.535	1012.540
2017-10-18 00:15	22.000	40.720	8.052	1012.540
2017-10-18 00:16	22.000	40.480	7.966	1012.520
2017-10-18 00:17	21.937	40.610	7.956	1012.540
2017-10-18 00:18	21.937	40.460	7.902	1012.550
2017-10-18 00:19	21.875	40.530	7.872	1012.580
2017-10-18 00:20	21.875	39.840	7.620	1012.550
2017-10-18 00:21	21.812	40.070	7.648	1012.560
2017-10-18 00:22	21.875	40.370	7.814	1012.550
2017-10-18 00:23	21.875	40.590	7.894	1012.550
2017-10-18 00:24	21.875	39.910	7.646	1012.560
2017-10-18 00:25	21.875	40.550	7.879	1012.540
2017-10-18 00:26	21.812	40.990	7.981	1012.540
2017-10-18 00:27	21.812	41.050	8.003	1012.520
2017-10-18 00:28	21.875	40.630	7.908	1012.560
2017-10-18 00:29	21.812	40.730	7.888	1012.550
2017-10-18 00:30	21.812	40.180	7.688	1012.540
2017-10-18 00:31	21.812	39.810	7.553	1012.570
2017-10-18 00:32	21.625	40.200	7.529	1012.550
2017-10-18 00:33	21.562	41.260	7.853	1012.570
2017-10-18 00:34	21.500	41.800	7.988	1012.570
2017-10-18 00:35	21.500	41.800	7.988	1012.580
2017-10-18 00:36	21.562	41.560	7.960	1012.550
2017-10-18 00:37	21.562	40.760	7.675	1012.600
2017-10-18 00:38	21.437	40.570	7.494	1012.560
2017-10-18 00:39	21.437	41.240	7.734	1012.580
2017-10-18 00:40	21.500	40.440	7.504	1012.580
2017-10-18 00:41	21.562	40.170	7.461	1012.600
2017-10-18 00:42	21.562	40.600	7.617	1012.590
2017-10-18 00:43	21.562	41.040	7.775	1012.580
2017-10-18 00:44	21.562	41.870	8.069	1012.570
2017-10-18 00:45	21.500	41.530	7.893	1012.620
2017-10-18 00:46	21.500	40.870	7.659	1012.580
2017-10-18 00:47	21.500	40.100	7.380	1012.610
2017-10-18 00:48	21.500	39.960	7.329	1012.610
2017-10-18 00:49	21.437	40.960	7.634	1012.630
2017-10-18 00:50	21.312	40.170	7.238	1012.630
2017-10-18 00:51	21.312	40.890	7.497	1012.650
2017-10-18 00:52	21.312	40.720	7.436	1012.670
2017-10-18 00:53	21.250	40.570	7.327	1012.690
2017-10-18 00:54	21.187	42.610	7.989	1012.690
2017-10-18 00:55	21.187	41.520	7.609	1012.710
2017-10-18 00:56	21.187	41.830	7.718	1012.670
2017-10-18 00:57	21.125	41.360	7.497	1012.690
2017-10-18 00:58	21.125	41.830	7.662	1012.710
2017-10-18 00:59	21.125	43.490	8.233	1012.700
2017-10-18 01:00	21.062	42.520	7.845	1012.710
2017-10-18 01:01	21.000	42.370	7.738	1012.690
2017-10-18 01:02	21.000	44.330	8.402	1012.680
2017-10-18 01:03	21.000	44.390	8.422	1012.680
2017-10-18 01:04	21.000	45.970	8.938	1012.720
2017-10-18 01:05	20.937	43.590	8.097	1012.660
2017-10-18 01:06	20.687	43.110	7.709	1012.670
2017-10-18 01:07	20.562	43.610	7.765	1012.690
2017-10-18 01:08	20.562	44.130	7.939	1012.680
2017-10-18 01:09	20.625	44.150	8.003	1012.700
2017-10-18 01:10	20.562	43.540	7.742	1012.660
2017-10-18 01:11	20.437	44.300	7.882	1012.660
2017-10-18 01:12	20.312	45.740	8.239	1012.660
2017-10-18 01:13	20.250	47.020	8.589	1012.640
2017-10-18 01:14	20.312	45.940	8.303	1012.620
2017-10-18 01:15	20.312	45.510	8.165	1012.620
2017-10-18 01:16	20.250	46.390	8.390	1012.610
2017-10-18 01:17	20.125	45.470	7.982	1012.670
2017-10-18 01:18	20.000	46.370	8.157	1012.630
2017-10-18 01:19	19.937	47.450	8.438	1012.620
2017-10-18 01:20	19.937	48.310	8.703	1012.620
2017-10-18 01:21	19.937	50.780	9.442	1012.650
2017-10-18 01:22	19.875	51.450	9.579	1012.640
2017-10-18 01:23	19.812	51.880	9.645	1012.660
2017-10-18 01:24	19.750	46.810	8.068	1012.650
2017-10-18 01:25	19.812	47.950	8.478	1012.680
2017-10-18 01:26	19.750	48.870	8.702	1012.670
2017-10-18 01:27	19.687	48.230	8.450	1012.640
2017-10-18 01:28	19.687	48.300	8.471	1012.630
2017-10-18 01:29	19.687	49.190	8.741	1012.650
2017-10-18 01:30	19.625	47.210	8.079	1012.640
2017-10-18 01:31	19.625	49.220	8.693	1012.680
2017-10-18 01:32	19.625	48.470	8.466	1012.650
2017-10-18 01:33	19.687	54.400	10.237	1012.650
2017-10-18 01:34	19.750	49.490	8.888	1012.680
2017-10-18 01:35	19.875	48.060	8.570	1012.650
2017-10-18 01:36	19.750	47.370	8.243	1012.650
2017-10-18 01:37	19.687	47.440	8.207	1012.650
2017-10-18 01:38	19.687	47.010	8.073	1012.660
2017-10-18 01:39	19.687	48.820	8.629	1012.690
2017-10-18 01:40	19.687	48.900	8.653	1012.640
2017-10-18 01:41	19.687	48.830	8.632	1012.630
2017-10-18 01:42	19.625	48.470	8.466	1012.640
2017-10-18 01:43	19.625	49.390	8.744	1012.640
2017-10-18 01:44	19.625	49.700	8.836	1012.640
2017-10-18 01:45	19.625	50.340	9.026	1012.670
2017-10-18 01:46	19.687	50.270	9.062	1012.650
2017-10-18 01:47	19.750	51.490	9.476	1012.630
2017-10-18 01:48	19.750	48.350	8.544	1012.640
2017-10-18 01:49	19.750	49.190	8.798	1012.660
2017-10-18 01:50	19.750	49.220	8.807	1012.640
2017-10-18 01:51	19.750	49.200	8.801	1012.650
2017-10-18 01:52	19.750	48.720	8.657	1012.660
2017-10-18 01:53	19.750	48.440	8.572	1012.650
2017-10-18 01:54	19.750	47.890	8.403	1012.640
2017-10-18 01:55	19.687	47.650	8.272	1012.630
2017-10-18 01:56	19.750	47.210	8.193	1012.680
2017-10-18 01:57	19.812	45.930	7.846	1012.640
2017-10-18 01:58	20.000	47.440	8.492	1012.590
2017-10-18 01:59	20.187	46.480	8.362	1012.560
2017-10-18 02:00	20.312	44.310	7.773	1012.600
2017-10-18 02:01	20.437	44.590	7.978	1012.550
2017-10-18 02:02	20.625	45.190	8.345	1012.520
2017-10-18 02:03	20.687	41.230	7.058	1012.530
